,image-name,label,label-name,image-array
10,11.jpg,19,characters-2,"[[[0.41960785 0.2        0.10196079]
  [0.41960785 0.2        0.10196079]
  [0.4117647  0.19215687 0.09411765]
  ...
  [0.44705883 0.20392157 0.10588235]
  [0.4627451  0.22745098 0.1254902 ]
  [0.49803922 0.27450982 0.16862746]]

 [[0.4        0.1882353  0.09411765]
  [0.40784314 0.19607843 0.10196079]
  [0.40784314 0.19607843 0.10196079]
  ...
  [0.41960785 0.18431373 0.09019608]
  [0.41568628 0.1882353  0.09411765]
  [0.43137255 0.21176471 0.11372549]]

 [[0.36078432 0.16078432 0.07843138]
  [0.3764706  0.1764706  0.09411765]
  [0.39215687 0.19215687 0.10980392]
  ...
  [0.4117647  0.19215687 0.10196079]
  [0.39215687 0.1882353  0.09411765]
  [0.4        0.19607843 0.10196079]]

 ...

 [[0.7411765  0.7137255  0.6509804 ]
  [0.7372549  0.70980394 0.64705884]
  [0.7372549  0.70980394 0.64705884]
  ...
  [0.7411765  0.69411767 0.6313726 ]
  [0.74509805 0.69803923 0.63529414]
  [0.7490196  0.7019608  0.6392157 ]]

 [[0.73333335 0.7058824  0.6431373 ]
  [0.73333335 0.7058824  0.6431373 ]
  [0.7294118  0.7019608  0.6392157 ]
  ...
  [0.7372549  0.6901961  0.627451  ]
  [0.7411765  0.69411767 0.6313726 ]
  [0.7411765  0.69411767 0.6313726 ]]

 [[0.7294118  0.7019608  0.6392157 ]
  [0.7254902  0.69803923 0.63529414]
  [0.7254902  0.69803923 0.63529414]
  ...
  [0.7294118  0.68235296 0.61960787]
  [0.73333335 0.6862745  0.62352943]
  [0.7372549  0.6901961  0.627451  ]]]"
11,12.jpg,25,characters-8,"[[[0.7176471  0.68235296 0.62352943]
  [0.7254902  0.6901961  0.6313726 ]
  [0.73333335 0.69803923 0.6392157 ]
  ...
  [0.7529412  0.7058824  0.6431373 ]
  [0.75686276 0.70980394 0.64705884]
  [0.75686276 0.70980394 0.64705884]]

 [[0.7529412  0.7176471  0.65882355]
  [0.75686276 0.72156864 0.6627451 ]
  [0.7529412  0.7176471  0.65882355]
  ...
  [0.7490196  0.7019608  0.6392157 ]
  [0.7490196  0.7019608  0.6392157 ]
  [0.74509805 0.69803923 0.63529414]]

 [[0.73333335 0.69803923 0.6392157 ]
  [0.7372549  0.7019608  0.6431373 ]
  [0.7411765  0.7058824  0.64705884]
  ...
  [0.73333335 0.6862745  0.62352943]
  [0.7254902  0.6784314  0.6156863 ]
  [0.72156864 0.6745098  0.6117647 ]]

 ...

 [[0.7372549  0.7058824  0.654902  ]
  [0.7372549  0.7058824  0.654902  ]
  [0.7372549  0.7058824  0.654902  ]
  ...
  [0.6784314  0.6313726  0.5764706 ]
  [0.6862745  0.6392157  0.58431375]
  [0.69411767 0.64705884 0.5921569 ]]

 [[0.7176471  0.6862745  0.63529414]
  [0.72156864 0.6901961  0.6392157 ]
  [0.72156864 0.6901961  0.6392157 ]
  ...
  [0.654902   0.60784316 0.5529412 ]
  [0.6627451  0.6156863  0.56078434]
  [0.67058825 0.62352943 0.5686275 ]]

 [[0.68235296 0.6509804  0.6       ]
  [0.6901961  0.65882355 0.60784316]
  [0.7019608  0.67058825 0.61960787]
  ...
  [0.5254902  0.47843137 0.42352942]
  [0.5529412  0.5058824  0.4509804 ]
  [0.5686275  0.52156866 0.46666667]]]"
12,13.jpg,8,dots-9,"[[[0.7490196  0.72156864 0.65882355]
  [0.6509804  0.62352943 0.56078434]
  [0.5372549  0.50980395 0.44705883]
  ...
  [0.62352943 0.5882353  0.5294118 ]
  [0.6392157  0.6039216  0.54509807]
  [0.67058825 0.63529414 0.5764706 ]]

 [[0.77254903 0.74509805 0.68235296]
  [0.6784314  0.6509804  0.5882353 ]
  [0.5647059  0.5372549  0.4745098 ]
  ...
  [0.6117647  0.5764706  0.5176471 ]
  [0.6313726  0.59607846 0.5372549 ]
  [0.6627451  0.627451   0.5686275 ]]

 [[0.8        0.77254903 0.70980394]
  [0.7137255  0.6862745  0.62352943]
  [0.6039216  0.5764706  0.5137255 ]
  ...
  [0.63529414 0.6        0.5411765 ]
  [0.64705884 0.6117647  0.5529412 ]
  [0.68235296 0.64705884 0.5882353 ]]

 ...

 [[0.10588235 0.03529412 0.        ]
  [0.10196079 0.02745098 0.        ]
  [0.09803922 0.02352941 0.        ]
  ...
  [0.25882354 0.19215687 0.16078432]
  [0.15686275 0.09019608 0.05882353]
  [0.11764706 0.05098039 0.01960784]]

 [[0.10588235 0.03529412 0.        ]
  [0.10196079 0.03137255 0.        ]
  [0.09803922 0.02352941 0.        ]
  ...
  [0.16078432 0.09411765 0.06666667]
  [0.14901961 0.08235294 0.05490196]
  [0.14509805 0.07843138 0.05098039]]

 [[0.10196079 0.03137255 0.        ]
  [0.10196079 0.03137255 0.        ]
  [0.09803922 0.02745098 0.        ]
  ...
  [0.13725491 0.07058824 0.04313726]
  [0.1254902  0.05882353 0.03137255]
  [0.08627451 0.01960784 0.        ]]]"
13,14.jpg,22,characters-5,"[[[0.6627451  0.6666667  0.6039216 ]
  [0.654902   0.65882355 0.59607846]
  [0.6627451  0.6666667  0.6039216 ]
  ...
  [0.48235294 0.45490196 0.43137255]
  [0.5882353  0.56078434 0.5372549 ]
  [0.6431373  0.6156863  0.5921569 ]]

 [[0.6627451  0.654902   0.59607846]
  [0.6509804  0.6431373  0.58431375]
  [0.65882355 0.6509804  0.5921569 ]
  ...
  [0.13725491 0.10980392 0.08627451]
  [0.18039216 0.15294118 0.12941177]
  [0.2901961  0.2627451  0.23921569]]

 [[0.6862745  0.6784314  0.61960787]
  [0.6784314  0.67058825 0.6117647 ]
  [0.6784314  0.67058825 0.6117647 ]
  ...
  [0.02352941 0.         0.        ]
  [0.02352941 0.         0.        ]
  [0.03137255 0.00392157 0.        ]]

 ...

 [[0.67058825 0.654902   0.60784316]
  [0.6627451  0.64705884 0.6       ]
  [0.654902   0.6392157  0.5921569 ]
  ...
  [0.63529414 0.59607846 0.54901963]
  [0.627451   0.5882353  0.5411765 ]
  [0.62352943 0.58431375 0.5372549 ]]

 [[0.65882355 0.6431373  0.59607846]
  [0.6509804  0.63529414 0.5882353 ]
  [0.64705884 0.6313726  0.58431375]
  ...
  [0.61960787 0.5803922  0.53333336]
  [0.6117647  0.57254905 0.5254902 ]
  [0.6117647  0.57254905 0.5254902 ]]

 [[0.64705884 0.6313726  0.58431375]
  [0.6431373  0.627451   0.5803922 ]
  [0.6392157  0.62352943 0.5764706 ]
  ...
  [0.6117647  0.57254905 0.5254902 ]
  [0.6        0.56078434 0.5137255 ]
  [0.6        0.56078434 0.5137255 ]]]"
14,15.jpg,30,honors-north,"[[[0.65882355 0.627451   0.5764706 ]
  [0.6627451  0.6313726  0.5803922 ]
  [0.6666667  0.63529414 0.58431375]
  ...
  [0.5882353  0.5529412  0.49411765]
  [0.5529412  0.5176471  0.45882353]
  [0.5686275  0.53333336 0.4745098 ]]

 [[0.6627451  0.6313726  0.5803922 ]
  [0.6666667  0.63529414 0.58431375]
  [0.67058825 0.6392157  0.5882353 ]
  ...
  [0.5294118  0.49411765 0.43529412]
  [0.5411765  0.5058824  0.44705883]
  [0.5921569  0.5568628  0.49803922]]

 [[0.65882355 0.627451   0.5764706 ]
  [0.65882355 0.627451   0.5764706 ]
  [0.65882355 0.627451   0.5764706 ]
  ...
  [0.45490196 0.41960785 0.36078432]
  [0.50980395 0.4745098  0.41568628]
  [0.5921569  0.5568628  0.49803922]]

 ...

 [[0.61960787 0.57254905 0.5176471 ]
  [0.62352943 0.5764706  0.52156866]
  [0.62352943 0.5764706  0.52156866]
  ...
  [0.5529412  0.49019608 0.43137255]
  [0.5764706  0.5137255  0.45490196]
  [0.6        0.5372549  0.47843137]]

 [[0.6117647  0.5647059  0.50980395]
  [0.6156863  0.5686275  0.5137255 ]
  [0.62352943 0.5764706  0.52156866]
  ...
  [0.54901963 0.4862745  0.42745098]
  [0.5647059  0.5019608  0.44313726]
  [0.58431375 0.52156866 0.4627451 ]]

 [[0.60784316 0.56078434 0.5058824 ]
  [0.6117647  0.5647059  0.50980395]
  [0.61960787 0.57254905 0.5176471 ]
  ...
  [0.54901963 0.4862745  0.42745098]
  [0.5568628  0.49411765 0.43529412]
  [0.57254905 0.50980395 0.4509804 ]]]"
15,16.jpg,2,dots-3,"[[[0.81960785 0.7647059  0.7137255 ]
  [0.81960785 0.7647059  0.7137255 ]
  [0.80784315 0.7529412  0.7019608 ]
  ...
  [0.83137256 0.76862746 0.7176471 ]
  [0.83137256 0.76862746 0.7176471 ]
  [0.83137256 0.76862746 0.7176471 ]]

 [[0.8117647  0.75686276 0.7058824 ]
  [0.8117647  0.75686276 0.7058824 ]
  [0.8        0.74509805 0.69411767]
  ...
  [0.83137256 0.76862746 0.7176471 ]
  [0.83137256 0.76862746 0.7176471 ]
  [0.83137256 0.76862746 0.7176471 ]]

 [[0.8117647  0.75686276 0.7058824 ]
  [0.8117647  0.75686276 0.7058824 ]
  [0.8039216  0.7490196  0.69803923]
  ...
  [0.827451   0.7647059  0.7137255 ]
  [0.83137256 0.76862746 0.7176471 ]
  [0.83137256 0.76862746 0.7176471 ]]

 ...

 [[0.5568628  0.52156866 0.45490196]
  [0.54901963 0.5137255  0.44705883]
  [0.5411765  0.5058824  0.4392157 ]
  ...
  [0.77254903 0.7254902  0.67058825]
  [0.7764706  0.7294118  0.6745098 ]
  [0.7764706  0.7294118  0.6745098 ]]

 [[0.5058824  0.4745098  0.4       ]
  [0.5176471  0.4862745  0.4117647 ]
  [0.5372549  0.5058824  0.43137255]
  ...
  [0.7019608  0.654902   0.6       ]
  [0.6862745  0.6392157  0.58431375]
  [0.6745098  0.627451   0.57254905]]

 [[0.5019608  0.47058824 0.39607844]
  [0.52156866 0.49019608 0.41568628]
  [0.5568628  0.5254902  0.4509804 ]
  ...
  [0.57254905 0.5254902  0.47058824]
  [0.5294118  0.48235294 0.42745098]
  [0.49803922 0.4509804  0.39607844]]]"
16,17.jpg,2,dots-3,"[[[0.54901963 0.49019608 0.41568628]
  [0.5411765  0.48235294 0.40784314]
  [0.5529412  0.49411765 0.41960785]
  ...
  [0.47058824 0.43529412 0.3764706 ]
  [0.5019608  0.46666667 0.40784314]
  [0.5294118  0.49411765 0.43529412]]

 [[0.53333336 0.4745098  0.4       ]
  [0.5254902  0.46666667 0.39215687]
  [0.53333336 0.4745098  0.4       ]
  ...
  [0.52156866 0.4862745  0.42745098]
  [0.5294118  0.49411765 0.43529412]
  [0.5372549  0.5019608  0.44313726]]

 [[0.5294118  0.47058824 0.39607844]
  [0.5176471  0.45882353 0.38431373]
  [0.5058824  0.45490196 0.38039216]
  ...
  [0.5411765  0.5058824  0.44705883]
  [0.5411765  0.5058824  0.44705883]
  [0.5411765  0.5058824  0.44705883]]

 ...

 [[0.65882355 0.627451   0.5764706 ]
  [0.67058825 0.6392157  0.5882353 ]
  [0.6862745  0.654902   0.6039216 ]
  ...
  [0.7176471  0.67058825 0.62352943]
  [0.72156864 0.6745098  0.627451  ]
  [0.7254902  0.6784314  0.6313726 ]]

 [[0.6431373  0.6117647  0.56078434]
  [0.65882355 0.627451   0.5764706 ]
  [0.6784314  0.64705884 0.59607846]
  ...
  [0.7254902  0.6784314  0.6313726 ]
  [0.7294118  0.68235296 0.63529414]
  [0.73333335 0.6862745  0.6392157 ]]

 [[0.63529414 0.6039216  0.5529412 ]
  [0.6509804  0.61960787 0.5686275 ]
  [0.67058825 0.6392157  0.5882353 ]
  ...
  [0.7254902  0.6784314  0.6313726 ]
  [0.73333335 0.6862745  0.6392157 ]
  [0.7372549  0.6901961  0.6431373 ]]]"
17,18.jpg,21,characters-4,"[[[0.654902   0.627451   0.5647059 ]
  [0.6745098  0.64705884 0.58431375]
  [0.69803923 0.67058825 0.60784316]
  ...
  [0.74509805 0.6901961  0.6784314 ]
  [0.69411767 0.6392157  0.627451  ]
  [0.6627451  0.60784316 0.59607846]]

 [[0.43529412 0.40392157 0.3529412 ]
  [0.45490196 0.42352942 0.37254903]
  [0.5019608  0.47058824 0.41960785]
  ...
  [0.5254902  0.4745098  0.4509804 ]
  [0.45490196 0.40392157 0.38039216]
  [0.44313726 0.39215687 0.36862746]]

 [[0.03137255 0.         0.        ]
  [0.02745098 0.         0.        ]
  [0.04313726 0.00784314 0.        ]
  ...
  [0.22352941 0.17254902 0.14117648]
  [0.14117648 0.09019608 0.06666667]
  [0.10980392 0.05882353 0.03529412]]

 ...

 [[0.63529414 0.59607846 0.54901963]
  [0.6509804  0.6117647  0.5647059 ]
  [0.65882355 0.61960787 0.57254905]
  ...
  [0.6901961  0.6431373  0.5882353 ]
  [0.69411767 0.64705884 0.5921569 ]
  [0.7019608  0.654902   0.6       ]]

 [[0.61960787 0.5803922  0.53333336]
  [0.6431373  0.6039216  0.5568628 ]
  [0.6509804  0.6117647  0.5647059 ]
  ...
  [0.6901961  0.6431373  0.5882353 ]
  [0.7019608  0.654902   0.6       ]
  [0.70980394 0.6627451  0.60784316]]

 [[0.60784316 0.5686275  0.52156866]
  [0.63529414 0.59607846 0.54901963]
  [0.64705884 0.60784316 0.56078434]
  ...
  [0.6901961  0.6431373  0.5882353 ]
  [0.7058824  0.65882355 0.6039216 ]
  [0.7137255  0.6666667  0.6117647 ]]]"
18,19.jpg,1,dots-2,"[[[0.57254905 0.5372549  0.47843137]
  [0.60784316 0.57254905 0.5137255 ]
  [0.6431373  0.60784316 0.54901963]
  ...
  [0.7294118  0.68235296 0.61960787]
  [0.67058825 0.62352943 0.56078434]
  [0.5803922  0.53333336 0.47058824]]

 [[0.6117647  0.5764706  0.5176471 ]
  [0.61960787 0.58431375 0.5254902 ]
  [0.6392157  0.6039216  0.54509807]
  ...
  [0.72156864 0.6745098  0.6117647 ]
  [0.6509804  0.6039216  0.5411765 ]
  [0.56078434 0.5137255  0.4509804 ]]

 [[0.6431373  0.60784316 0.54901963]
  [0.627451   0.5921569  0.53333336]
  [0.6156863  0.5803922  0.52156866]
  ...
  [0.6901961  0.6431373  0.5803922 ]
  [0.6117647  0.5647059  0.5019608 ]
  [0.52156866 0.4745098  0.4117647 ]]

 ...

 [[0.5921569  0.54509807 0.49019608]
  [0.5921569  0.54509807 0.49019608]
  [0.5882353  0.5411765  0.4862745 ]
  ...
  [0.4627451  0.36078432 0.3019608 ]
  [0.49411765 0.39215687 0.33333334]
  [0.49803922 0.39607844 0.3372549 ]]

 [[0.5686275  0.52156866 0.46666667]
  [0.57254905 0.5254902  0.47058824]
  [0.5803922  0.53333336 0.47843137]
  ...
  [0.44705883 0.34509805 0.28627452]
  [0.4862745  0.3764706  0.32156864]
  [0.47843137 0.36862746 0.3137255 ]]

 [[0.5529412  0.5058824  0.4509804 ]
  [0.56078434 0.5137255  0.45882353]
  [0.57254905 0.5254902  0.47058824]
  ...
  [0.41568628 0.3137255  0.25490198]
  [0.47843137 0.36862746 0.3137255 ]
  [0.47058824 0.36078432 0.30588236]]]"
19,20.jpg,28,honors-south,"[[[0.58431375 0.5372549  0.48235294]
  [0.5764706  0.5294118  0.4745098 ]
  [0.57254905 0.5254902  0.47058824]
  ...
  [0.68235296 0.6313726  0.5686275 ]
  [0.68235296 0.6313726  0.5686275 ]
  [0.68235296 0.6313726  0.5686275 ]]

 [[0.52156866 0.4745098  0.41960785]
  [0.5372549  0.49019608 0.43529412]
  [0.5568628  0.50980395 0.45490196]
  ...
  [0.6156863  0.5647059  0.5019608 ]
  [0.6039216  0.5529412  0.49019608]
  [0.59607846 0.54509807 0.48235294]]

 [[0.50980395 0.4627451  0.40784314]
  [0.53333336 0.4862745  0.43137255]
  [0.5529412  0.5058824  0.4509804 ]
  ...
  [0.5803922  0.5294118  0.46666667]
  [0.58431375 0.53333336 0.47058824]
  [0.58431375 0.53333336 0.47058824]]

 ...

 [[0.7137255  0.6666667  0.6117647 ]
  [0.69803923 0.6509804  0.59607846]
  [0.6784314  0.6313726  0.5764706 ]
  ...
  [0.7294118  0.6745098  0.62352943]
  [0.72156864 0.6666667  0.6156863 ]
  [0.70980394 0.654902   0.6039216 ]]

 [[0.6901961  0.6431373  0.5882353 ]
  [0.6745098  0.627451   0.57254905]
  [0.65882355 0.6117647  0.5568628 ]
  ...
  [0.7254902  0.67058825 0.61960787]
  [0.70980394 0.654902   0.6039216 ]
  [0.68235296 0.627451   0.5764706 ]]

 [[0.6666667  0.61960787 0.5647059 ]
  [0.654902   0.60784316 0.5529412 ]
  [0.64705884 0.6        0.54509807]
  ...
  [0.7254902  0.67058825 0.61960787]
  [0.69803923 0.6431373  0.5921569 ]
  [0.6627451  0.60784316 0.5568628 ]]]"
20,21.jpg,21,characters-4,"[[[0.6627451  0.6117647  0.5803922 ]
  [0.67058825 0.61960787 0.5882353 ]
  [0.68235296 0.6313726  0.6       ]
  ...
  [0.6784314  0.62352943 0.57254905]
  [0.64705884 0.5921569  0.5411765 ]
  [0.627451   0.57254905 0.52156866]]

 [[0.4509804  0.4        0.36862746]
  [0.47058824 0.41960785 0.3882353 ]
  [0.5058824  0.45490196 0.42352942]
  ...
  [0.46666667 0.4117647  0.36078432]
  [0.48235294 0.42745098 0.3764706 ]
  [0.5019608  0.44705883 0.39607844]]

 [[0.10588235 0.05490196 0.02352941]
  [0.10980392 0.05882353 0.02745098]
  [0.1254902  0.07450981 0.04313726]
  ...
  [0.3647059  0.30980393 0.25882354]
  [0.36862746 0.3137255  0.2627451 ]
  [0.38039216 0.3254902  0.27450982]]

 ...

 [[0.654902   0.60784316 0.5529412 ]
  [0.6509804  0.6039216  0.54901963]
  [0.64705884 0.6        0.54509807]
  ...
  [0.6392157  0.5882353  0.5254902 ]
  [0.6156863  0.5647059  0.5019608 ]
  [0.6039216  0.5529412  0.49019608]]

 [[0.62352943 0.5764706  0.52156866]
  [0.63529414 0.5882353  0.53333336]
  [0.6431373  0.59607846 0.5411765 ]
  ...
  [0.6117647  0.56078434 0.49803922]
  [0.5921569  0.5411765  0.47843137]
  [0.58431375 0.53333336 0.47058824]]

 [[0.6        0.5529412  0.49803922]
  [0.61960787 0.57254905 0.5176471 ]
  [0.6431373  0.59607846 0.5411765 ]
  ...
  [0.63529414 0.58431375 0.52156866]
  [0.62352943 0.57254905 0.50980395]
  [0.62352943 0.57254905 0.50980395]]]"
21,22.jpg,22,characters-5,"[[[0.70980394 0.62352943 0.5803922 ]
  [0.6784314  0.5921569  0.54901963]
  [0.63529414 0.5411765  0.5019608 ]
  ...
  [0.42352942 0.17254902 0.06666667]
  [0.41960785 0.16862746 0.05882353]
  [0.40784314 0.15686275 0.04705882]]

 [[0.8352941  0.7490196  0.7058824 ]
  [0.8235294  0.7372549  0.69411767]
  [0.8039216  0.7176471  0.6745098 ]
  ...
  [0.42352942 0.18431373 0.07450981]
  [0.4        0.16078432 0.05098039]
  [0.37254903 0.13333334 0.02352941]]

 [[0.8039216  0.7254902  0.68235296]
  [0.8039216  0.7254902  0.68235296]
  [0.8156863  0.7294118  0.6862745 ]
  ...
  [0.4117647  0.1764706  0.07450981]
  [0.40392157 0.16862746 0.06666667]
  [0.38431373 0.14901961 0.04705882]]

 ...

 [[0.7607843  0.70980394 0.64705884]
  [0.7490196  0.69803923 0.63529414]
  [0.7372549  0.6862745  0.62352943]
  ...
  [0.7058824  0.65882355 0.59607846]
  [0.7058824  0.65882355 0.59607846]
  [0.69803923 0.6509804  0.5882353 ]]

 [[0.7372549  0.6862745  0.62352943]
  [0.73333335 0.68235296 0.61960787]
  [0.7254902  0.6745098  0.6117647 ]
  ...
  [0.69411767 0.64705884 0.58431375]
  [0.6901961  0.6431373  0.5803922 ]
  [0.67058825 0.62352943 0.56078434]]

 [[0.70980394 0.65882355 0.59607846]
  [0.70980394 0.65882355 0.59607846]
  [0.7019608  0.6509804  0.5882353 ]
  ...
  [0.6862745  0.6392157  0.5764706 ]
  [0.6745098  0.627451   0.5647059 ]
  [0.6509804  0.6039216  0.5411765 ]]]"
22,23.jpg,2,dots-3,"[[[0.6745098  0.6117647  0.5529412 ]
  [0.6627451  0.6        0.5411765 ]
  [0.654902   0.5921569  0.53333336]
  ...
  [0.69803923 0.6313726  0.56078434]
  [0.69803923 0.6313726  0.56078434]
  [0.64705884 0.5764706  0.49803922]]

 [[0.6509804  0.5882353  0.5294118 ]
  [0.6431373  0.5803922  0.52156866]
  [0.6392157  0.5764706  0.5176471 ]
  ...
  [0.7137255  0.6392157  0.57254905]
  [0.6509804  0.5686275  0.5019608 ]
  [0.54509807 0.4627451  0.3882353 ]]

 [[0.6156863  0.5529412  0.49411765]
  [0.61960787 0.5568628  0.49803922]
  [0.62352943 0.56078434 0.5019608 ]
  ...
  [0.63529414 0.54509807 0.48235294]
  [0.5372549  0.43529412 0.3764706 ]
  [0.4392157  0.32941177 0.27450982]]

 ...

 [[0.6862745  0.6313726  0.5803922 ]
  [0.6862745  0.6313726  0.5803922 ]
  [0.68235296 0.627451   0.5764706 ]
  ...
  [0.38039216 0.19607843 0.11764706]
  [0.36862746 0.17254902 0.08235294]
  [0.37254903 0.15686275 0.07450981]]

 [[0.6784314  0.62352943 0.57254905]
  [0.6784314  0.62352943 0.57254905]
  [0.6784314  0.62352943 0.57254905]
  ...
  [0.3647059  0.16470589 0.09019608]
  [0.36862746 0.15294118 0.07058824]
  [0.38431373 0.16470589 0.07450981]]

 [[0.67058825 0.6156863  0.5647059 ]
  [0.67058825 0.6156863  0.5647059 ]
  [0.6745098  0.61960787 0.5686275 ]
  ...
  [0.37254903 0.17254902 0.09019608]
  [0.34509805 0.12156863 0.04313726]
  [0.34509805 0.11764706 0.03137255]]]"
23,24.jpg,28,honors-south,"[[[0.26666668 0.12941177 0.05490196]
  [0.21960784 0.09019608 0.01568628]
  [0.2901961  0.16862746 0.09019608]
  ...
  [0.81960785 0.7647059  0.7137255 ]
  [0.8156863  0.7607843  0.70980394]
  [0.8117647  0.75686276 0.7058824 ]]

 [[0.22745098 0.09803922 0.02352941]
  [0.2509804  0.12156863 0.04705882]
  [0.34901962 0.22745098 0.14901961]
  ...
  [0.8235294  0.76862746 0.7176471 ]
  [0.8235294  0.76862746 0.7176471 ]
  [0.8235294  0.76862746 0.7176471 ]]

 [[0.21960784 0.09019608 0.01568628]
  [0.3254902  0.19607843 0.12156863]
  [0.45490196 0.33333334 0.25490198]
  ...
  [0.827451   0.77254903 0.72156864]
  [0.8352941  0.78039217 0.7294118 ]
  [0.8392157  0.78431374 0.73333335]]

 ...

 [[0.6039216  0.5764706  0.5137255 ]
  [0.61960787 0.5921569  0.5294118 ]
  [0.6431373  0.6156863  0.5529412 ]
  ...
  [0.7764706  0.7411765  0.68235296]
  [0.7529412  0.7176471  0.65882355]
  [0.7058824  0.67058825 0.6117647 ]]

 [[0.57254905 0.54509807 0.48235294]
  [0.58431375 0.5568628  0.49411765]
  [0.60784316 0.5803922  0.5176471 ]
  ...
  [0.7490196  0.7137255  0.654902  ]
  [0.6784314  0.6431373  0.58431375]
  [0.5882353  0.5529412  0.49411765]]

 [[0.5372549  0.50980395 0.44705883]
  [0.5529412  0.5254902  0.4627451 ]
  [0.57254905 0.54509807 0.48235294]
  ...
  [0.7019608  0.6666667  0.60784316]
  [0.5882353  0.5529412  0.49411765]
  [0.46666667 0.43137255 0.37254903]]]"
24,25.jpg,24,characters-7,"[[[0.74509805 0.69803923 0.6431373 ]
  [0.7411765  0.7058824  0.64705884]
  [0.74509805 0.72156864 0.65882355]
  ...
  [0.7294118  0.69411767 0.63529414]
  [0.73333335 0.69803923 0.6392157 ]
  [0.7294118  0.69411767 0.63529414]]

 [[0.7254902  0.6784314  0.62352943]
  [0.7176471  0.68235296 0.62352943]
  [0.7176471  0.69411767 0.6313726 ]
  ...
  [0.73333335 0.69803923 0.6392157 ]
  [0.7294118  0.69411767 0.63529414]
  [0.7294118  0.69411767 0.63529414]]

 [[0.7294118  0.68235296 0.627451  ]
  [0.72156864 0.6862745  0.627451  ]
  [0.72156864 0.69803923 0.63529414]
  ...
  [0.73333335 0.69803923 0.6392157 ]
  [0.7294118  0.69411767 0.63529414]
  [0.73333335 0.69803923 0.6392157 ]]

 ...

 [[0.7019608  0.6862745  0.6509804 ]
  [0.68235296 0.6666667  0.6313726 ]
  [0.6627451  0.64705884 0.6117647 ]
  ...
  [0.6745098  0.65882355 0.6117647 ]
  [0.6901961  0.6745098  0.627451  ]
  [0.7176471  0.7019608  0.654902  ]]

 [[0.6666667  0.6509804  0.6156863 ]
  [0.67058825 0.654902   0.61960787]
  [0.654902   0.6392157  0.6039216 ]
  ...
  [0.7176471  0.7019608  0.654902  ]
  [0.7019608  0.6862745  0.6392157 ]
  [0.6627451  0.64705884 0.6       ]]

 [[0.6666667  0.6509804  0.6156863 ]
  [0.7019608  0.6862745  0.6509804 ]
  [0.69411767 0.6784314  0.6431373 ]
  ...
  [0.7294118  0.7137255  0.6666667 ]
  [0.6666667  0.6509804  0.6039216 ]
  [0.54509807 0.5294118  0.48235294]]]"
25,26.jpg,6,dots-7,"[[[0.5019608  0.47058824 0.39607844]
  [0.5294118  0.49803922 0.42352942]
  [0.43137255 0.39607844 0.32941177]
  ...
  [0.68235296 0.67058825 0.6039216 ]
  [0.654902   0.6431373  0.5764706 ]
  [0.7137255  0.7019608  0.63529414]]

 [[0.5294118  0.49803922 0.42352942]
  [0.5529412  0.52156866 0.44705883]
  [0.4509804  0.41568628 0.34901962]
  ...
  [0.68235296 0.67058825 0.6039216 ]
  [0.67058825 0.65882355 0.5921569 ]
  [0.70980394 0.69803923 0.6313726 ]]

 [[0.57254905 0.5411765  0.46666667]
  [0.58431375 0.5529412  0.47843137]
  [0.4745098  0.4392157  0.37254903]
  ...
  [0.6784314  0.6666667  0.6       ]
  [0.69411767 0.68235296 0.6156863 ]
  [0.7058824  0.69411767 0.627451  ]]

 ...

 [[0.3019608  0.12156863 0.02745098]
  [0.3137255  0.13333334 0.03921569]
  [0.32156864 0.14509805 0.05490196]
  ...
  [0.4392157  0.20392157 0.05882353]
  [0.42352942 0.19607843 0.05098039]
  [0.40392157 0.1764706  0.03137255]]

 [[0.3137255  0.12941177 0.01960784]
  [0.32156864 0.13725491 0.03529412]
  [0.3254902  0.14509805 0.05098039]
  ...
  [0.44313726 0.20784314 0.0627451 ]
  [0.43137255 0.20392157 0.05882353]
  [0.42352942 0.19607843 0.05098039]]

 [[0.33333334 0.13725491 0.03137255]
  [0.3372549  0.15294118 0.04313726]
  [0.3529412  0.16862746 0.06666667]
  ...
  [0.40784314 0.17254902 0.02745098]
  [0.40392157 0.1764706  0.03137255]
  [0.40784314 0.18039216 0.03529412]]]"
